I
1100 Generated by WorldEditor 2.2.0r2

17     59 0 0 BGAK [H] Akunnaaq Heliport
102 H1  68.74434311 -052.34018606 334.03 15.00 15.00 5 0 0 0.00 0
110 5 0.00 0.0000 New Taxiway 3
111  68.74445248 -052.34046629
111  68.74436919 -052.34059639
111  68.74429693 -052.34056317
112  68.74421865 -052.34038601  68.74421364 -052.34034726
112  68.74419557 -052.34023653  68.74419156 -052.34018117
112  68.74423772 -052.33991543  68.74426381 -052.33987945
112  68.74431600 -052.33974935  68.74433707 -052.33966907
112  68.74436911 -052.33954297  68.74438130 -052.33948530
112  68.74443874 -052.33921616  68.74444842 -052.33916277
111  68.74445374 -052.33909335
111  68.74449681 -052.33923886
112  68.74446245 -052.33930427  68.74445035 -052.33936301
112  68.74440728 -052.33954723  68.74439615 -052.33960063
112  68.74436373 -052.33975815  68.74436663 -052.33979820
112  68.74446296 -052.33995675  68.74448716 -052.34005554
114  68.74449221 -052.34028226  68.74448408 -052.34034954
130 Airport Boundary
111  68.74449900 -052.33929649
111  68.74449467 -052.33946789
111  68.74449033 -052.33964726
111  68.74445999 -052.33969908
111  68.74453224 -052.34008971
111  68.74452502 -052.34034083
111  68.74448455 -052.34052020
111  68.74439351 -052.34067566
111  68.74429091 -052.34064776
111  68.74422588 -052.34056804
111  68.74417097 -052.34040062
111  68.74415796 -052.34014153
111  68.74418253 -052.33974691
111  68.74419698 -052.33963132
111  68.74429958 -052.33951572
111  68.74438340 -052.33934034
113  68.74443975 -052.33910118
14  68.74444427 -052.33953169   6.56 0 Tower Viewpoint
19  68.74446903 -052.33946883 0 Windsock
99
